"id","text"
1437,"@Asstrooboi same vibe as animal rights activists who oppose shearing sheep"
1438,"@lady__blueberry @pikunat You should read the article and do your best to become vegan. Vegetarian just doesn't make sense if you're doing it from an animal rights perspective /sincere"
1439,"@Youzooername I disagree. I'm not concerned about animal welfare at all."
1440,"*zoophiles on zetatwt

zoophiles who fight for zoophile rights absolutely exist we're just newer here compared to the animal rights-focused ones who don't care about zoo rights https://t.co/w6oV23QaBi"
1441,"@ZoophileGOP Animal welfare is more important than food that's bad for you."
1442,"Lets take a moment to honor all the vegans and animal rights activists who are fighting for the helpless animals!!#savetheanimals #vegan #tvtime #UkraineWar"
1443,"@BorisJohnson ontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1444,"Duchess Meghan Writes a Touching Letter After Her Animal Charity Patronage Ends https://t.co/CunzsOqdng"
1445,"@c_kimNYC Can you please liase properly with the Mayors office if thats meant to be your job.
Animal welfare is Animal Welfare.
The Welfare of Animals!
 Are you abiding by ethics by supporting the kill shelters?"
1446,"@100_maincove Go against Everything Boris says or does!
Tax the rich.
 End Austerity
 New animal welfare laws with toughter sentences.
Ban fox hunting and snares
 Rejoin EU and sort out Putin !"
1447,"@AnubisSekhmet @thefurbeast @AndyWeprin @NMBewitched @ArcanaDogs @P4animalsR @CeeLyn15 @venetianblonde @TaniaHop3 @NYCACC @MaddiesFund @HSUSNews @IncandelaDenise @jaykuhlman @yarnoff @dennisgrossmd @SiameseCatTwins @ckarr2 @DAYLEE @the_little_chis @en_sota @deblancasterco1 @nasrene41 @Mygreatredmare @LovinIt100 @amplifyforgood @BrooklynBucha12 @c_kimNYC @Lynn4NYC @adrianashby @YonatonA @NYCHealthCommr @NYCMayor @nycgov @austinpetsalive @JoshEiniger7 @ABC7NY @CBSLuckyDog @CBSNewYork @silivedotcom @siadvance @FranciscoMoyaNY @TomAbinanti @ASPCA @Voices4SAnimals @NYCMayorsOffice @DonnaLupardo @GovKathyHochul An excellent write up.
I wonder if anyone in Animal welfare or the Mayors office read it."
1448,"@Iza_2021 For pitys sake....how much more of this torture and anguish have the poor souls got to endure b4 someone changes the Animal welfare laws
Please share
SOS !!"
1449,"Listening to Nowhere for Very Long
The Unexpected Road to an Unconventional Life narrated by author Brianna Madia.

Candid, raw, joyful, sad, emotive, animal welfare, drinking, drugs, love &amp; Human Kindness on the road.

Life in 6 Hours 31 Minutes💕💕."
1450,"I'm actually q concerned about animal welfare ar the Grand National, but it's been a lifelong tradition that my Dad puts bets on horses for us &amp; I simply can't break this one just yet"
1451,"@JennaEllisEsq @robbystarbuck The animal rights activist?  Why?"
1452,"@JennaEllisEsq @robbystarbuck The animal rights activist?"
1453,"@BorisJohnson 

 #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1454,"@BorisJohnson #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1455,"When did Icahn become an animal-rights advocate? https://t.co/A24qt92h20 via @crainschicago"
1456,"Tila Tequila gets really into waterboarding and declares the victory of animal rights activists"
1457,"Lin Manuel Miranda's understudy assassinates all defectors and declares the victory of animal rights activists"
1458,"TW: these are the type of “rights” y’all want!? let it be an animal + all hell breaks loose . you guys have no emotional or moral compass in regards to a human life bc you are like your father SATAN . these are from all different trimesters . how could this be normal to you https://t.co/eXVpF72SMH https://t.co/l48wQgQVMz"
1459,"Animal Welfare Bills Signed After VA Dog Breeder's Violations https://t.co/ftgBuf517J WHY WAIT ANOTHER YEAR???"
1460,"2015 was like the worst time ever, veganism just came out and every single middle aged ladbible follower would reply to any vegan tweet with a picture of a steak as if that was a valid argument against animal rights"
1461,"Congratulations to @floridaaquarium for earning the American Humane Certified™ seal! The aquarium not only provides its animal residents with exceptional welfare and treatment, but also leads two comprehensive #conservation programs targeted at saving species from extinction. https://t.co/9rcJzLFoC3"
1462,"The government may betray the animals it promised to protect by de-prioritising key animal welfare bills – meaning the UK remains complicit in appalling cruelty to animals. Take action to help save the bills! #DontBetrayAnimals https://t.co/s3tunGETlC"
1463,"STAE with nation’s leading animal welfare groups in today’s Guardian demanding PM honour not betray promises for the Asian elephants. GOVT 
https://t.co/2f0ZgvbfIl
@BorisJohnson"
1464,"Will you join me and sign this petition? An investigation by @animal_equality has revealed extreme violence and neglect of cows on a UK dairy farm. The Government must take action on enforcing animal welfare laws! https://t.co/mOe78rmTxA"
1465,"▫️◽️⬜️🐕Help Feed the Animals in Ukraine🐈
 [03.04.2022]⬇️
Animal Welfare Aid Distribution in #Ukraine 
 
🐾#UPAW2022 
🔘Who they are
🔘What they are doing NOW
🔘How you can help 

🔗https://t.co/AE7bh5n5rJ
FB https://t.co/Gp1sA3VZ0h
#SheltersInNeed #UkrainePetsInNeed
📷UPAW2022 https://t.co/vCTsjwZ66f"
1466,"▫️◽️⬜️🐕Help Feed the Animals in Ukraine🐈
🔘Animal shelters in Ukraine
🔘Animal welfare volunteers in #Ukraine
🔘Pet owners in Ukraine
🔘Ukrainian Military #ServiceDogs

List of items required &amp;
Bank details for donations (under 'Donors');
https://t.co/AE7bh5n5rJ
🔴🐾#UPAW2022⬇️ https://t.co/jdNSPusjCG"
1467,"@PenFarthing @PeterEgan6 🐾#UPAW2022 , a coalition of Ukrainian Rescue Groups, created a logistics platform for 

Animal Welfare Aid Distribution across #Ukraine Photo reports of pet food deliveries continuously updated on Google Drive ('For Donors').
ℹ️🧵https://t.co/OUYok9jJxr #SheltersInNeed #UAnimals https://t.co/vD8WoUSN6u"
1468,"🆘Organized help for #UAnimals
💙Animal Welfare Aid Distribution💛 includes @fourpawsint &amp; Dogs Trust Worldwide

🐾#UPAW2022 needs;
-wet &amp; dry food in large quantities
-veterinary supplies
-donations for supplies in Ukraine
 🔗https://t.co/JhdxnJq9JS ℹ️ under 'Donor'
#Borodyanka https://t.co/xPwR68V6Is"
1469,"We need an Animal Rights Day when all slaughterhouses are shut down. - Prince #vegan https://t.co/aSsjt4V12b"
1470,"I despise ""animal welfare"". That's like saying, ""Let's beat the slaves three times a week... - Gary Yourofsky #vegan https://t.co/gyQnXSzWqC"
1471,"Here's a little selection of the cards available from my Etsy shop  https://t.co/LftnDUG2rm. My new cat card is raising money for Hounslow Animal Welfare Society who look after abandoned pets. All card prices include free UK P&amp;P.

#womaninbizhour #YourBizHour https://t.co/zOkQggjSPA"
1472,"I'm busy working on new card designs but in the meantime lots of cards available from my Etsy  https://t.co/LftnDUG2rm. All my cards are FSC-certified and come with free UK P&amp;P. My cat card is raising £s for Hounslow Animal Welfare Soc.

#handmadehour #womaninbizhour #yourbizhour https://t.co/93ynovtRyk"
1473,"Hello #CelebsForSmallBiz, my greeting cards are printed in the UK on sustainably-sourced card and come with free UK P&amp;P. My new cat card is raising money for Hounslow Animal Welfare Society, a local charity caring for abandoned pets.

#AnimalWelfare #smallbiz #CatsOfTwitter https://t.co/KLdpvKkFS7"
1474,"My greeting cards are printed in the UK on sustainably-sourced card and come with free UK P&amp;P. My cat card is raising money for Hounslow Animal Welfare Society. https://t.co/LftnDUG2rm

#inbizhour #HandmadeHour #shopsmalluk #london #CatsOnTwitter #cats #greetingcards #etsyshop https://t.co/em4VOsujYo"
1475,"@emrazz ""Look, sometimes the patriarchy benefits men"" so you shouldn't be allowed to call them out on that.

Like, feminism has a long history with animal rights activism. There's no sense in defending the dairy industry while preaching about reproductive rights. https://t.co/Oelg4M6yk4"
1476,"Some of yall really do not give a shit about animal welfare because ""haha cute video"""
1477,"@kylegutschow @MariaEmmerich You make your health, animal welfare and environmental impact decisions based on popularity, huh?"
1478,"@TamarHaspel @cagraber I fully agree. I have had more intense debates with extreme vegans than any other group (granted I tend not to engage with carnivores much!).
I rarely bring up animal rights, as I know this is counterproductive until appropriate. Science🌍 is on our side we don’t need to mislead. https://t.co/60FsWKwrKw"
1479,"@JoyceGwokyalya @SadrachNirere @EndPlasticsNow @NaMirembeShivan @Plasticsimpact @ECOWARRIORSS @CenterEnvHealth @PlasticsRebel Thanks Joyce. I will see what I can do as a one time. I am currently providing monthly donations to several orgs related to animal welfare, environment. I do switch it up every 6-12 months.
It is such important work. 🫂🌊🐳"
1480,"📢 Meet @NehaPanchamia

Founder &amp; President of @resqct, a non-profit for animal welfare and wildlife rescue. 

Through RESQ, she has helped provide aid to 
68000+ animals!"
1481,"A fierce animal lover, Neha is dedicated to reducing animal-human conflict and to this cause she's left no stone unturned. 

She has worked with kids, schools and even the Govt. to bring systemic change in the outlook towards animal welfare across the country."
1482,"@BorisJohnson #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain - Please don't let us down again! ✊🐻🐯🦁🐨💚"
1483,"Animal health and welfare needs to be prioritized: for the animals, for us, and for the environment. #AAA22 https://t.co/Y5mlxHCQm1"
1484,"Just like sustainability, animal welfare is a continuous journey, not a destination. We need to do a better job of sharing progress we’ve made and progress we’d like to see with the general public. #AAA22"
1485,"The Five Freedoms of animal welfare include freedom from:

🛑 Hunger and thirst
🛑 Discomfort
🛑 Pain, injury, and disease
🛑 Suppression of normal behavior
🛑 Fear and distress 

@akbaysinger #AAA22"
1486,"Mandi McLoed: animal health and welfare is an integral part of the food supply chain. #AAA22"
1487,"The five core principles of a #OneHealth approach:

🦠 Disease prevention
👩‍⚕️ Veterinary care
💊 Responsible antibiotic use
🐷 Animal welfare
🌎 Environmental impact

#AAA22"
1488,"We just wrapped up a great first Pre-Summit session! Thanks to Mandi McLoed, @akbaysinger, and Rick Sibbel, DVM, for sharing current trends in animal welfare and antibiotic use. #AAA22 https://t.co/6gXtrQVOIe"
1489,"It’s not too late to register! Join us in one hour for the kickoff of our 2022 Pre-Summit webinar series as a panel of experts discusses currents trends in animal welfare and antibiotic use. #AAA22 https://t.co/1IoxzALOM5"
1490,"@BorisJohnson  #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1491,"@NyoomKitty @Mschattenkerk @WhiskyBirdDog @SethDillon Speech that is protected by the 1A: hate speech, porn, SPAM, gore, Nazism, pedo-advocacy, depictions of animal cruelty, etc. Few users/advertisers want to use/be associated w/ sites that host *all* 1A protected content. Sites have *their own* 1A rights👍
https://t.co/XMQiCBYmtf https://t.co/4z1pKIAeRk"
1492,".@BorisJohnson #DontBetrayAnimals - Very disappointed at the attempted U-turn on #bantrophyhunting #furfreebritain! What ARE you thinking as the Leader of this 'Animal-Loving' Nation? I stand with @fourpawsuk, we need you to keep your promises for animal welfare. 🦁🐯🦌🦒🐻🦊🐺 https://t.co/jybT3kiJbV"
1493,"@BorisJohnson  #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1494,"“There was no food, no water. Hundreds just died, suffering.” 🐕

This charity is uncovering the truth about animal rights violations in Ukraine 👇 https://t.co/a4yByGBvxL"
1495,"@_Aloominati_ @KTenpas @AnneTownsend007 Neither. Feminism traditionally applies to humans. I personally think we should care about animal rights also, and there are many parallels between the injustices, but other animals are not humans. You can be a feminist without considering non-human animals."
1496,"@LeadeAbrys @ginandjuniper @uppittynegress So I'm no different than a zoo animal to you? You think it would be better if I had no way to feed myself? I'm not defending the industry, I'm fighting for my rights so I can be safer doing work that I need to do to survive."
1497,"#aaa22 @animalag
panel from today’s webinar on animal welfare &amp; responsible #antibiotic use 😀 https://t.co/u8iiyI3I2q"
1498,"#aaa22 with @animalag has started today with webinar on animal welfare and antibiotic use panel 😀 https://t.co/8KBXxkOYAQ"
1499,"More than 300 dogs found dead from starvation or thirst in a shelter outside Kyiv - animal rights group https://t.co/LcYoAchOcz via @businessinsider"
1500,"@CARLOSEES @el_sabriton ""A number of studies have shown that plants feel pain, and vegetables are picked and often eaten while still alive. Animal rights activists are often in the news, but has anyone ever protested for vegetable rights?""

#VegetableRights #AsíNoVegans !!! 😄

https://t.co/Qv1CsP9TSG"
1501,"We need the UK Government @10DowningStreet to keep its animal welfare promises. Please join me today and urge @BorisJohnson protects animals without delay. #KeepYourPromises https://t.co/Bf9DkfCQ2B"
1502,"@garylfrancione If an animal rights activist screams in the woods will anyone hear him.."
1503,"@hazechu Maybe tweet about this animal
 
https://t.co/ZfbKIXfqxC
The silence from the so called ""women's rights"" ""politicians"" ""MSM"" etc about this scandal is deafening.

Espc after what happened to poor Aisling.

The self righteous virtue signalling do gooders hypocrites. #WOMENRIGHTS"
1504,"@AnniSalli59 @uk_franklyn @slackernuts What I see is a man who has spent years highlighting issues of animal welfare, cruelty and the environment. He doesn't need to do this for the money, the notoriety or for any other reason than that he thinks it might be important. If he shouts people listen, if we do, they don't."
1505,"Heard from the county animal care: ""Vicious Animal"" has to kill another animal first. ""Dangerous animal"" has to get out, attack, and seriously injure another animal at least 2x in a calendar year. They'll do a welfare check on that dog."
1506,"Will you join me and sign this petition? An investigation by @animal_equality has revealed extreme violence and neglect of cows on a UK dairy farm. The Government must take action on enforcing animal welfare laws! https://t.co/jgiVtVniAI"
1507,"@TamarHaspel @lnthurman Unfortunately it’s not so simple. https://t.co/PhQjg6UeCQ"
1508,"Alarming Legislation #California AB 702 and AB 1881
It will do nothing to improve animal welfare but could give #pets civil rights, and should the bill become law, #cats and #dogs would have more constitutionally protected rights than unborn babies.
https://t.co/foY4jgA8Of https://t.co/wkmSfRMgey"
1509,"Founded by a lawyer and committing crimes for attention, killing animals in the process.  DXE is a dangerous radical animal extremist group.  
https://t.co/AcATnqDCoR 
#AWnotAE #pets #chickens #ducks #pigs https://t.co/fYEdCXck3P"
1510,"The #ELDMandate impacts all #livestock haulers and #animalwelfare. Right now extensions have kicked the can down the road. Find out what industry orgs are doing to address this issue and find permanent solutions.
https://t.co/JRZnshO3xs
#Food #horses #cattle https://t.co/VNTtEoXTKS"
1511,"""Does she happen to be an animal rights advocate?""
She tells me ""YES she's a hardcore vegan!"" (I was on a roll that day)
So it came to me in no time flat.
""Your daughter should listen to @earthcrisis ""
I write it as a note for her to take home.
Next time I see her I asked if she-"
1512,"@NanciGuestRDPhD @cagraber Seriously, Nanci? I talk about eating less meat (especially beef) pretty regularly. I talk about the problems with CAFOs (pollution, animal welfare) pretty regularly. I talk about how meat should be more expensive and we should all eat half as much. Come on."
1513,"What happened to the whole like animal rights thing in D.C.? 

Isn't there a whole lobbying operation for this?"
1514,"The animal rights gang are mad at me because I said black women deserve more  consideration of their rights, specifically as women, than cows"
1515,"Multiple farmers voiced their disapproval with Lumley's comments about animal welfare
https://t.co/Kll5nMjOEk"
1516,"Tundra is a sensitive lad, who can be found near San Luis, CO! Tundra is a Great Pyrenees / Akbash mix, who loves pretty much everyone!! #GreatPyrenees #Akbash #mixedbreed #mutt #dogsoftwitter #rescue #adopt #dog #SanLuis #Colorado #CO https://t.co/tqVhg3YFia https://t.co/xW2nIJF9kR"
1517,"“There was no food, no water. Hundreds just died, suffering.” 🐕

This charity is uncovering the truth about animal rights violations in Ukraine 👇 https://t.co/WrAJ5k9r3P"
1518,"We need the UK Government @10DowningStreet to keep its animal welfare promises. Please join me today and urge @BorisJohnson protects animals without delay. #KeepYourPromises https://t.co/suGYSFGveY"
1519,"@ethicalfarmIE From an animal welfare point of view, it'd be better to rear calves for rosé and ruby (they get killed when they're 'young beef') veal than live exporting them across the globe. Combined with #regenerative #farming &amp; keeping them with their mums."
1520,"@BorisJohnson 

 #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1521,"@Why_U_Here_ @javroar Animal rights activists are insane though... when a human kills and eats a shark, it’s brutality but when a shark attacks a human, it’s just them trying to feed smh"
1522,"After a 20-year struggle, Ireland's animal rights movement achieved a major victory with the passage of a nationwide ban on fur farming, poised to become law in the coming weeks🥳 https://t.co/INVVPCeZ9b"
1523,"""A new partnership between George Washington University Law School and the Animal Legal Defense Fund aims to transform animal law from a niche specialty into a widely taught discipline by developing a cadre of faculty trained in the subject."" 🙌  https://t.co/VUE67XkmEH"
1524,"Several countries have banned fur farming, with the U.K. being the first to do so in 2000. Others have restricted it enough to comprise a de facto ban—for example, Germany enacted such strict animal welfare regulations that fur farming was no longer economically feasible."
1525,"The animal welfare organization was one of the Duchess of Sussex's first patronages as a working royal. https://t.co/it4uxNt4KA"
1526,"@BorisJohnson #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1527,"Not to mention other trivia like human rights, environmental protections, animal welfare, climate change, science R&amp;D, levelling up, food security, energy security, international crime, individual freedoms etc.
All of which UK has trashed in worship of the false icon of #brexit https://t.co/tvX9HE6bhD"
1528,"We need the UK Government @10DowningStreet to keep its animal welfare promises. Please join me today and urge @BorisJohnson protects animals without delay. #KeepYourPromises https://t.co/Le0EQ5gHMU"
1529,"@HangoWiza 😭😭😭 fundraising for animal welfare awareness by killing them??"
1530,"@SarahBurssty Animal rights"
1531,"The cat is safe and sound, vets in Animal Welfare clinic in Portobello ran the microchip and found the owner. https://t.co/8R7Zu6Q9wL"
1532,"🐶 🦁PAWS FOR A CAUSE 

Our Faithful Men recently collected dog &amp; cat food &amp; delivered it to the Animal Care Center of NYC - Staten Island🐶🦁🐈 

The Monsignor Farrell Paws for a Cause club’s  mission is to raise awareness and to protect the health, safety, and welfare of pets👍🏼 https://t.co/UoWysOvs39"
1533,"Will you join me and sign this petition? An investigation by @animal_equality has revealed extreme violence and neglect of cows on a UK dairy farm. The Government must take action on enforcing animal welfare laws! https://t.co/kHrbv3j7mn"
1534,"🦜🦚💔 There are wild animals being kept in captivity in private collections for entertainment all over Mexico in conditions that definitely contravene Mexican animal welfare legislation under the General Wildlife Act 2000.
@peta @HSIGlobal @AnimalEquality what more can be done? https://t.co/5x1PCT7lJx"
1535,"We need the UK Government @10DowningStreet to keep its animal welfare promises. Please join me today and urge @BorisJohnson protects animals without delay. #KeepYourPromises https://t.co/rYsalOF7UT"
1536,"No. Rabbits are sensitive creatures that need to eat fairly constantly. They can collapse if stressed. This really is completely off &amp; not animal friendly. Why don't they do something to highlight the welfare needs of pet rabbits, often kept in tiny hutches? https://t.co/x5j32vmo0r"
1537,"We need the UK Government @10DowningStreet to keep its animal welfare promises. Please join me today and urge @BorisJohnson protects animals without delay. #KeepYourPromises https://t.co/e6DLGnzrKd"
1538,"@Wulf_Helm My 9 cats have told me they would vote for the AWP (Animal Welfare Party)"
1539,"@BorisJohnson #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1540,"More than 300 dogs were found dead from starvation or thirst in a shelter outside Kyiv after Russian forces left the area, says animal rights group https://t.co/exkDZVUbvr via @Yahoo"
1541,"Non vegan leftists      Non vegan leftists
when talking econ      when talking
+ human rights:         veganism + animal
.                                     -liberation https://t.co/FuFgIkLof2"
1542,"@notsafe4blub The posts purpose is to critique a conflict of values...

It's bizarre to me to see leftists siding with meat industry profiteers and propagandists as though it's some kind of virtue or that it's counter culture to be anti-animal welfare..."
1543,"We are so inspired to see the continued bravery and dedication to animal welfare that Ukrainian animal advocates have shown 💙💛
https://t.co/Fbj4pcmV32"
1544,"“There was no food, no water. Hundreds just died, suffering.” 🐕

This charity is uncovering the truth about animal rights violations in Ukraine 👇 https://t.co/vFHJb5wGiF"
1545,"Animal welfare reform for dogs &amp; cats in laboratories was signed yesterday in VA. This is a positive step, but to transform medical #science &amp; reduce animal suffering, there must be funding &amp; dedication to replace #animaltesting with superior methods. 

https://t.co/bUUkMagIeN"
1546,"@TheAvatarofSet @M0ntanaMadman @GeorgeTakei Awww...are you still trying?  Subcompact car.  Drive it as rarely as possible.  Lifelong environmentalist.  Vegan. Never watch Fox News or the network.  Volunteer in my community.  Helped get animal welfare and environmental legislation passed.  Wanna continue trying?"
1547,"@BorisJohnson   #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain Keep your manifesto promise.  MOTHER NATURE IS CRUEL BY DESIGN HUMANS ARE CRUEL BY CHOICE."
1548,"@BorisJohnson   #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain Keep your manifesto promises. MOTHER NATURE IS CRUEL BY DESIGN HUMANS ARE CRUEL BY CHOICE."
1549,"Over the last two years, the words “essential worker” has taken on a new importance in the world of animal welfare.
Every working part makes an impact on bringing the rate of euthanasia down and the tragic outcome of orphan pets ca…https://t.co/fY3bhCddgu https://t.co/iu7trqLTk9"
1550,"all irrespective of their religious affiliations must speak for weak/children/woman/voiceless souls/birds rights/animal  rights/old age persons https://t.co/1qRF90MieA"
1551,"We should see meat eating from animals/birds rights point of view NOT from a human food choice point of view @ArvindKejriwal @PunitaS44575106 @joedelhi @suryapsingh_IAS @ashukla30 https://t.co/ScBjv7VceG"
1552,"@chetanshetty9 @amina_sardar @waller_nathan @geiger_harald @KandK_singers Sir please don't define cruelty as per your own liking. Animals/birds love their lives as we do ours. Animals rights are acid test of our collective consciousness. It is not the matter of number/majority but the life of some individual seeking mercy from us."
1553,"Why @muftihamdard ji silent on animal rights. Our kitchen must be made cruelty free https://t.co/ygSVaPT9W5"
1554,"👑 | Royal news: The Duchess of Sussex has ended her patronage of a British animal welfare charity, cutting one of her last remaining ties to Britain.

https://t.co/T49l2FSnh2"
1555,"@Dotsammy @Omojuwa Animal rights 😒"
1556,"@harrytiffanyiv @dougboneparth No, right now it's the best thing we could do for animal rights! Make an EXAMPLE out of Elon Musk! Take him DOWN!!!

Maybe take Tesla down too! It's only fair (for the animals he abused &amp; killed). Time to 'pay' for that Musk! Time for them to get justice!"
1557,"@thedokidoki @CarlaHSands We're self-funded in everything. We're doing this as our contribution to the cause of animal rights. We think that's good PR too, don't you? We think it's a LOT BETTER than what Musk does to animals, don't you? 

You think people will STILL want to buy a @Tesla after we're done?!"
1558,"@rr9108 @AnimalsCause @elonmusk @neuralink You don't care about animal rights - POSER!!!"
1559,"@BorisJohnson #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain and click the button below to reach his Twitter profile."
1560,"@MahuaMoitra God gives everyone right to live.
Have you asked animal consent before killing. Even animals have rights nobody gives you freedom to kill."
1561,"@BorisJohnson #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1562,"No one who has anything to do with Data Privacy should have a Facebook account. Period. It would be like an animal rights activist having a Five Guys loyalty card. https://t.co/BuJD7btd9u"
1563,"@HouseHenny5 i told you exactly why i equate animal rights to human rights, which is what you brought up. seems you may not be comprehending but i digress. you too."
1564,"@HouseHenny5 well that is a personal opinion. believing animals deserve the same rights doesn’t take away from my passion for human rights as well. in fact, they build on each other &amp; support each other. like i said empathy is a muscle. if u don’t believe in animal rights bc they are —"
1565,"@TheCrownVince @ImTheDude77 @RichardOhSoFine @seriouslyd00d No, all ppl CAN and should know sources. I didn't hear genuine interest, only snark but It's more than a diet because we don't use any animal products or things tested on animals.Also, real vegans care about human rights, farm workers, civil rights etc. Those who don't are aholes"
1566,"@geordiegazza471 @GBNEWS I’m a great supporter of animal welfare both in the UK and abroad. However, in this case you are absolutely correct. Now bull ‘fighting’ in Spain is a totally different matter."
1567,"We need the UK Government @10DowningStreet to keep its animal welfare promises. Please join me today and urge @BorisJohnson protects animals without delay. #KeepYourPromises https://t.co/i3SX2666lz"
1568,"Animal Rights Org Bares Teeth in Faceoff With Elon Musk Over Brain Research https://t.co/uCcSy0u2sw via @thedailybeast"
1569,"@Skiibii No let animal rights catch you sha"
1570,"@BorisJohnson  #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1571,"@Nerd_Dump Aw shucks, I’m just flattered you’re going through my tweets. 

Ooh ooh, predict my stance on animal rights and vaganism!"
1572,"@Angry__Birb @emrazz Oh I don't agree with the person OP is retweeting, but saying ""plants have feelings too"" is a familiar argument that people have been using to shut down any discussions about animal welfare for a long time now. 

Unless I'm misunderstanding OP's point."
1573,"@BorisJohnson  #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1574,"@trtworld India will surely ban Halal certification, ban selling Halal meat. Hindu right wing &amp; Animal rights organisations have fixed everything from top to bottom.
Even today the meat exporters are stunned killing the animals before slaughtering, they are labeling the same as Halal."
1575,"@RegionWaterloo  Why I was against this program as well as animal welfare issues. https://t.co/4EDVMc2pwi"
1576,"@BorisJohnson #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1577,"We need the UK Government @10DowningStreet to keep its animal welfare promises. Please join me today and urge @BorisJohnson protects animals without delay. #KeepYourPromises https://t.co/cAAyW7qHyr"
1578,"@the_meghaning Having looked at that individual's timeline, they seem to have gone into the 'humans should go extinct' level of animal rights veganism."
1579,"@fartsock I hope the sheriff pursues this. This is against the law in Minnesota. I let a particular group I consult with know about this. They are working to change the animal welfare system (laws) in MN and they deliver education to law enforcement and veterinarians who face these cases."
1580,"Good to see these concerns mounting over months being aired. Potentially animal welfare issues as well as food scarcity and risk for  price increases https://t.co/0Ynn6adSsl"
1581,"@BorisJohnson #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1582,"If this is my tweet, I've been hacked. Ido stand with animal welfare but I really didn't post this!"
1583,"@BorisJohnson-  I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1584,"😐The occupiers hung chickens on clotheslines in Vorzel, animal rights activists of the UAnimals movement inform on their Facebook page.

Photo: DailyUkrainianNews https://t.co/B6znjbcSUW"
1585,"@P20676900 @ukraine_world Don't conflate the atrocities of this war with animal rights activism. They're two separate things."
1586,"Are you an organized, creative go-getter passionate about animal welfare, fundraising, and events? We're hiring an Events Manager! 

Learn more here: https://t.co/dhwlEqMPva https://t.co/ibGcqEc39i"
1587,"@Mal_DuBois @DollyDDDimples What about British being in the minority what does that have to do with animal welfare"
1588,"“There was no food, no water. Hundreds just died, suffering.” 🐕

This charity is uncovering the truth about animal rights violations in Ukraine 👇 https://t.co/HwSBf0PhVj"
1589,"I love animals, but the obsession with an animal bill of rights when California can't respect basic human rights is pretty ridiculous https://t.co/dLFIblANDz"
1590,"@BorisJohnson #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1591,"@BorisJohnson  #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1592,"In the rural areas, informal work in sectors such as agriculture, service, and animal husbandry is the primary source of income and state welfare schemes act as crucial safety nets for the elderly."
1593,"@BorisJohnson #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
1594,"@mbc_trifecta @Vegan_for_them @JanetMackinnon7 @BenDooley8 Your incoherent ramblings have somehow manifested from animal welfare to the environment. Everyone’s heard your views. I disagree. You’ll convince no one with your approach and weak info. All the best."
1595,"😯Occupiers hung chickens with clothespins on clotheslines in Vorzel, Kyiv region, - Animal Rights Movement https://t.co/NRPl6FxhGh"
